,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
2007-11-01,-6.97,1.19,-4.61,-10.54,1.35,-1.51,2.57,-4.26,0.62,-9.59,-9.57,0.34,3.33,-8.97,-4.12,-11.3,-4.79,1.42,-7.08,-3.85,-6.91,-4.09,6.51,-2.92,-9.1,-5.14,-11.57,-9.28,0.22,-4.36
2007-12-01,11.18,-0.85,-1.0,1.99,-12.6,0.73,-0.75,6.67,2.61,-6.89,4.67,-2.72,-5.79,-0.45,-2.44,9.68,0.63,0.76,4.41,3.14,2.36,3.25,3.03,0.23,6.74,-1.3,-0.49,8.44,4.2,-0.79
2008-01-01,0.09,12.6,6.44,4.78,-0.2,2.88,2.64,-1.01,2.71,3.51,1.22,9.07,10.61,7.1,0.75,6.78,3.04,-2.82,7.2,3.22,11.65,5.75,8.21,3.7,2.95,-4.37,-5.24,-1.86,2.47,-3.59
2008-02-01,-1.48,-0.53,1.1,-0.68,-0.59,7.19,3.85,-1.31,1.09,1.16,-1.81,-3.23,8.01,0.19,-5.76,0.93,2.19,-6.33,1.79,4.63,3.3,7.02,10.38,9.83,18.06,6.12,2.8,6.98,-0.2,2.16
2008-03-01,-3.77,3.26,-2.57,-2.76,2.6,-0.04,-5.86,-6.99,-4.3,-4.88,1.8,1.46,6.82,2.89,6.95,4.15,0.92,4.79,5.53,1.6,4.79,-5.71,-1.65,-1.8,6.87,10.03,-6.69,7.65,-3.86,-3.38
2008-04-01,-0.3,-1.48,-5.29,4.14,4.15,4.51,-0.3,0.64,0.56,10.73,-12.37,-5.34,1.29,-3.45,-0.97,-0.08,-2.01,1.25,4.87,0.44,-0.49,0.43,1.33,-9.38,3.4,-2.21,7.28,4.18,4.56,-2.05
2008-05-01,-1.86,-8.67,-2.57,5.91,7.87,-3.42,-1.05,-0.11,2.17,-9.89,-7.43,3.49,-11.09,-1.75,1.09,3.01,-0.44,-0.87,5.31,1.48,-1.76,0.46,2.93,10.16,4.81,7.89,-2.46,-2.5,-0.66,-0.12
2008-06-01,-3.89,10.84,6.18,1.44,4.32,2.25,4.48,-4.75,1.24,1.29,5.28,-1.75,-12.62,-1.9,1.63,1.93,9.62,4.03,3.08,2.18,5.99,0.2,2.05,-4.55,10.1,4.15,-0.86,1.65,3.71,1.56
2008-07-01,5.33,0.36,11.09,8.75,0.8,-0.04,8.38,5.97,6.24,6.77,13.28,14.33,11.51,9.43,4.86,-1.33,5.92,5.58,5.36,8.16,4.05,1.8,16.32,4.4,1.33,-0.39,11.29,16.01,7.28,8.19
2008-08-01,-3.89,-19.17,-4.11,-2.13,-15.62,-5.22,-12.27,-9.88,-11.38,-1.83,-13.46,-18.51,-10.61,-11.72,-19.46,-17.4,-2.21,-8.57,-13.51,-10.48,-6.89,-2.72,-10.02,-18.11,-16.73,-11.17,-12.62,-20.12,-8.68,-14.47
2008-09-01,9.82,13.85,-0.61,2.46,-5.3,2.72,-1.11,-4.99,-0.95,-2.27,-1.36,6.64,-4.04,7.21,-8.74,10.88,-4.25,0.61,-2.49,-0.47,3.37,4.22,8.22,-2.15,1.24,-4.84,-4.21,-5.75,-1.24,1.17
2008-10-01,-9.41,1.28,8.92,7.79,-1.6,-3.28,3.77,-9.41,5.91,0.45,11.07,-8.94,8.0,2.23,-0.05,-7.35,4.91,4.46,13.28,5.61,0.14,-0.77,-5.71,10.47,-3.05,11.21,5.17,4.14,1.22,4.47
2008-11-01,2.97,-0.76,6.19,2.96,-2.47,3.88,2.66,4.74,0.73,-5.01,11.29,13.53,8.32,1.78,0.75,10.96,1.28,-0.35,14.47,2.73,8.89,-1.38,7.16,14.44,2.26,0.49,-2.33,8.74,0.32,2.74
2008-12-01,-7.8,11.55,4.46,-0.36,-5.1,5.55,-1.3,-5.59,-6.88,-3.73,-7.41,-4.58,4.55,-2.18,1.78,-4.78,-0.11,7.8,-2.42,1.29,-5.46,3.83,-3.34,5.78,-1.11,3.58,3.07,-2.7,2.99,-2.6
2009-01-01,-1.86,-6.53,-6.39,-10.15,-1.16,-6.69,-5.58,-5.28,-8.36,-4.45,-7.75,-12.11,-6.79,-13.04,8.11,2.68,-5.91,0.9,-19.84,-13.97,-6.95,-8.06,-10.3,-4.77,0.12,-12.85,-5.29,-6.92,-6.2,-8.72
2009-02-01,11.82,1.28,10.81,0.33,5.05,1.68,1.97,5.56,1.43,-13.41,-11.01,11.88,10.54,11.21,2.8,-6.39,1.14,2.28,-2.37,8.29,10.67,3.48,3.96,-5.03,11.51,2.79,2.04,5.69,1.07,3.65
2009-03-01,0.9,13.84,10.65,16.82,2.38,4.7,5.47,11.54,5.32,3.53,11.22,11.86,-0.92,11.0,15.21,3.78,8.8,6.87,10.7,5.64,8.33,9.37,5.85,6.02,-1.02,13.6,10.12,5.36,10.12,6.42
2009-04-01,-12.08,-13.77,-11.03,-0.96,-4.65,-0.86,-8.0,-0.94,-9.17,-3.23,-6.88,8.72,-1.25,-10.03,-1.84,10.39,-13.27,-6.41,-8.29,-6.18,-5.82,-7.14,1.63,-13.35,-5.82,1.98,-6.21,-11.15,-10.53,-6.73
2009-05-01,1.05,5.01,0.61,10.37,2.74,3.8,9.95,2.39,2.17,0.57,5.45,5.72,0.53,-1.46,1.86,6.0,6.21,8.49,18.15,7.71,9.83,5.97,18.32,15.47,9.89,8.84,5.18,5.49,4.5,7.75
2009-06-01,-4.39,-1.16,-9.8,7.52,-0.52,1.92,4.64,1.43,4.96,-7.09,10.88,7.05,1.53,5.4,-8.16,-1.81,6.22,-7.0,3.2,1.95,7.08,-3.9,10.35,-3.42,-2.9,-8.0,-5.14,2.09,-3.85,2.22
2009-07-01,-2.76,-7.93,-0.81,3.01,-0.43,1.1,3.44,6.27,-0.27,-5.13,1.51,4.4,-7.32,-2.41,-3.83,-0.48,-2.27,3.91,-8.1,-3.68,0.1,0.55,-7.72,-2.61,-1.64,-1.69,2.17,-2.31,5.75,2.77
2009-08-01,-8.38,-1.05,-3.5,1.17,-3.35,1.3,-3.07,4.47,1.31,-0.86,-5.65,-0.78,-4.0,2.09,-3.47,-4.76,-5.74,-6.49,-0.89,-5.44,1.12,-5.53,-3.63,3.59,-15.82,10.02,-5.66,-2.83,-2.02,-1.41
2009-09-01,1.77,7.54,2.03,7.65,3.07,7.11,2.86,-8.86,9.18,-3.2,6.62,-0.05,6.61,-3.22,3.77,-1.6,6.79,2.07,5.39,-6.7,-0.13,1.14,1.4,5.41,-2.43,0.12,5.71,-12.27,1.57,-1.11
2009-10-01,2.16,7.16,13.83,13.85,2.12,7.18,10.1,5.77,4.16,1.37,12.73,8.43,1.16,2.53,13.32,1.4,9.19,9.9,1.31,6.98,6.14,6.42,17.97,-1.28,9.18,12.57,7.49,7.1,9.06,9.06
2009-11-01,8.05,6.85,0.81,9.54,7.45,3.13,-0.56,2.89,4.31,-3.77,3.09,-4.6,7.92,5.75,-6.78,5.1,3.99,4.99,2.7,1.53,1.16,1.74,5.71,4.41,1.98,0.55,3.04,17.75,1.73,2.74
2009-12-01,30.4,8.97,5.41,15.47,-1.05,8.31,8.65,5.7,14.37,9.7,15.8,13.98,6.67,14.45,17.99,7.14,17.81,9.6,12.73,9.76,8.96,3.69,12.07,9.51,4.82,9.76,10.69,14.06,11.97,10.66
2010-01-01,-1.25,17.5,7.51,8.28,0.94,2.19,11.68,12.49,7.77,4.09,11.02,8.54,5.75,10.01,4.22,6.24,8.03,7.04,4.69,8.88,3.08,3.6,5.84,-0.28,11.42,-0.7,4.41,13.94,5.3,6.82
2010-02-01,-2.56,8.45,7.59,7.62,4.2,2.4,1.85,-1.07,7.68,6.96,0.72,4.27,1.85,-0.37,4.65,-0.33,-0.69,-3.28,-5.04,2.3,2.98,0.41,8.9,2.58,6.08,1.55,0.22,4.27,-0.55,5.4
2010-03-01,4.12,12.65,9.78,16.49,-2.07,2.87,10.56,13.6,14.63,6.67,19.91,9.21,15.98,8.21,12.8,-8.98,4.9,8.12,3.78,10.37,11.7,5.63,6.48,5.51,1.55,6.99,11.14,8.35,15.27,7.99
2010-04-01,12.4,-5.3,4.39,9.56,7.08,0.7,5.25,4.96,1.03,6.09,12.69,7.15,7.05,6.94,-6.26,5.38,-0.97,0.22,16.99,2.68,0.69,5.56,-1.39,0.35,10.13,2.99,-3.49,6.56,2.22,8.48
2010-05-01,1.82,11.12,13.53,2.93,1.19,4.4,2.55,5.71,3.84,2.23,6.38,6.61,6.34,4.11,1.72,2.77,5.23,1.93,8.31,-0.67,2.29,3.2,1.59,14.03,4.14,5.32,3.66,5.46,1.52,5.15
2010-06-01,-5.59,-1.71,-10.47,-4.71,7.69,3.29,4.35,6.86,2.3,-2.38,-5.03,7.62,0.8,9.93,-2.64,13.04,-0.73,5.71,10.1,-2.89,-1.38,-2.4,-7.72,3.85,-1.27,0.28,2.91,-9.84,3.99,-0.97
2010-07-01,5.28,5.88,7.73,1.82,-9.21,1.48,2.46,-3.57,1.94,-0.74,-4.42,6.44,-1.37,0.33,-1.48,9.32,1.55,1.8,-0.5,3.4,6.5,3.06,6.84,4.98,-7.08,-4.3,1.11,-2.03,-1.75,-3.85
2010-08-01,-10.05,-2.65,-2.37,-5.54,0.43,-2.0,1.83,-2.23,0.67,0.25,-9.0,-2.82,-8.77,-3.04,-7.18,1.45,-7.93,-0.64,1.2,1.59,-3.97,-1.05,-1.09,7.35,-10.48,-7.4,11.64,-3.32,-8.15,-3.67
2010-09-01,-10.87,5.61,10.42,3.59,0.07,6.62,0.46,-1.44,4.52,-0.25,5.68,-1.4,7.36,6.91,9.88,5.34,7.13,-1.58,10.21,4.76,4.91,7.09,3.46,13.07,13.32,9.62,2.1,-5.36,9.65,6.81
2010-10-01,-8.59,6.53,-8.25,-6.68,1.94,-5.47,-4.11,2.03,-3.15,4.91,0.18,-4.79,-17.49,-9.98,0.46,-12.6,-5.76,-0.74,3.8,-5.18,-5.48,-2.8,-2.96,-4.52,3.01,-8.5,-3.68,-1.81,-5.75,-1.68
2010-11-01,6.3,9.07,6.75,8.01,-1.0,0.78,8.9,7.32,0.74,4.58,-5.23,2.06,10.93,5.76,5.97,-16.27,3.47,4.86,8.89,8.02,3.92,3.34,-1.76,3.16,-3.75,-7.82,0.54,13.38,4.31,6.12
2010-12-01,-2.45,-12.52,4.54,-8.64,-1.95,0.49,1.4,-3.05,-6.38,-4.09,-3.08,-4.59,6.7,-4.49,2.32,1.52,4.75,0.23,5.34,0.28,2.27,-3.24,-16.13,2.6,2.9,3.39,-1.73,8.56,-1.08,1.92
2011-01-01,10.93,16.95,6.76,5.75,-4.67,9.22,8.12,7.91,17.45,6.6,1.98,6.71,1.02,6.99,4.45,0.75,0.91,10.92,10.09,5.86,8.88,6.22,10.98,9.93,6.08,9.77,11.34,8.08,6.39,12.07
2011-02-01,2.25,6.06,7.49,3.54,-1.89,1.66,3.35,-3.02,1.96,4.99,11.65,9.41,-10.58,8.69,1.31,6.27,4.99,2.68,5.35,4.74,9.24,3.6,13.61,9.7,7.76,-7.55,10.94,2.72,7.31,2.3
2011-03-01,2.94,20.62,7.64,17.29,4.05,3.94,9.57,1.84,8.85,0.33,9.88,17.73,11.25,6.48,16.05,6.48,7.84,9.44,10.98,5.6,15.3,7.11,12.67,6.22,14.76,4.57,3.63,6.73,14.53,13.14
2011-04-01,3.54,13.21,8.76,4.92,1.19,3.97,2.19,4.04,5.36,-6.5,4.72,3.58,11.1,-1.53,2.39,0.11,9.22,3.21,16.46,6.84,3.02,4.2,4.22,9.15,-4.36,-1.46,7.67,11.62,-2.12,9.41
2011-05-01,-6.7,-16.98,-19.22,-13.74,-1.24,-2.78,-3.54,-7.47,-9.63,-5.99,-7.19,-5.46,-9.94,-4.19,-10.73,-9.34,-8.63,1.04,-7.89,-7.23,-1.57,1.48,-6.29,1.97,1.49,-8.74,-6.14,-12.95,-7.06,-8.13
2011-06-01,-1.17,-4.55,0.16,3.83,0.33,-5.46,-1.12,-6.44,1.72,3.91,2.32,-4.01,2.9,-0.73,-6.65,5.7,4.71,4.84,-2.24,5.12,-0.48,2.63,-1.69,-0.4,-13.84,-1.12,1.85,-0.99,6.62,-2.33
2011-07-01,-7.43,-8.71,-6.99,-0.31,6.56,-4.04,-6.02,-8.9,0.85,4.19,-5.59,-14.11,-11.28,-4.76,-0.93,-15.95,-5.71,4.33,-6.14,1.45,-0.93,-5.4,-7.07,-4.34,-9.03,-9.56,3.0,-9.38,-0.99,-5.57
2011-08-01,-0.97,3.84,-3.58,1.41,-9.63,1.43,-8.58,-1.86,2.01,3.24,-7.5,-9.03,-4.7,-0.77,-14.86,-0.59,0.27,-1.3,1.93,0.16,-2.47,-5.42,-0.31,-6.49,-4.38,2.18,5.91,-1.19,0.55,-5.43
2011-09-01,10.37,4.83,14.99,8.18,1.89,8.31,8.03,1.59,16.85,-0.58,9.69,12.18,9.97,9.87,7.6,4.07,3.79,14.09,8.93,9.93,6.42,5.24,8.36,-1.71,5.55,4.16,15.08,2.46,6.92,6.29
2011-10-01,13.67,-3.5,7.49,9.77,1.16,-2.13,0.09,7.86,-0.74,5.38,5.62,7.6,7.35,1.61,-2.04,7.64,1.71,-7.72,9.16,1.01,5.71,6.82,6.03,9.57,4.25,13.63,-0.09,4.57,6.62,4.14
2011-11-01,5.5,-3.94,6.46,7.14,1.41,1.39,2.14,-7.24,-6.64,6.41,-1.15,-3.73,-1.29,-12.3,-3.49,-5.96,2.09,3.22,1.22,-0.05,-6.54,0.4,1.77,5.58,11.21,-12.41,-3.67,-5.83,-1.56,-1.85
2011-12-01,-4.63,5.91,-8.35,-8.43,-5.35,-2.49,-6.9,-2.89,-3.82,-6.49,-0.11,-4.34,3.63,-5.29,-3.96,-5.66,-3.54,1.21,-6.4,-0.99,-5.41,-0.2,-7.94,2.01,-2.34,6.98,-8.95,-11.28,-5.63,-7.7
2012-01-01,-6.8,5.79,1.87,-0.0,-0.83,-0.86,6.87,-2.24,-3.55,5.92,0.67,15.37,-1.3,5.21,8.64,-2.25,-1.73,4.31,5.32,-2.74,-2.3,-5.13,6.04,-0.22,0.14,-9.64,-3.34,-0.87,-0.66,2.1
2012-02-01,-0.5,14.46,-4.98,-0.2,-4.68,-7.5,-5.05,-11.22,-4.03,-7.07,-14.5,6.52,-6.86,-12.37,1.17,-7.35,0.34,-5.07,-8.3,-2.4,-1.3,-0.84,-6.03,-0.7,1.04,-2.24,-5.14,-12.1,-2.74,-4.32
2012-03-01,-4.11,8.68,-7.83,5.22,-0.03,0.65,-2.73,-9.48,-2.26,1.1,0.89,-3.39,-14.39,-8.71,11.58,-8.09,4.48,-4.3,-3.12,0.8,-4.06,3.03,-1.62,1.13,-3.07,2.75,5.9,-2.43,3.56,-3.63
2012-04-01,7.89,5.58,-1.01,4.61,1.46,-1.09,4.06,3.13,2.19,1.71,2.83,0.86,3.93,0.83,20.53,-7.2,0.33,0.19,15.55,-1.27,4.26,2.85,6.07,9.64,9.46,-0.65,4.28,-6.92,3.18,0.68
2012-05-01,5.99,-8.07,9.65,1.12,3.29,-0.4,4.04,11.28,8.19,11.37,15.3,2.77,15.79,2.55,12.02,1.31,2.89,7.02,13.82,9.44,6.91,5.31,12.5,7.64,8.48,6.73,11.69,-1.57,6.59,3.04
2012-06-01,6.27,14.85,3.05,5.93,5.5,-4.58,2.62,5.33,-6.81,-2.71,10.08,11.62,6.64,8.81,5.75,6.51,2.96,3.49,1.42,8.25,9.29,6.69,3.12,-1.91,10.92,6.84,6.44,1.09,5.69,1.25
2012-07-01,-5.3,4.99,-4.0,-8.11,-8.83,-3.56,-2.03,-11.78,-8.89,2.52,-8.5,5.6,-12.76,-16.18,-2.04,-13.63,-10.59,-5.51,-5.02,-6.08,-6.1,-7.33,-4.24,15.3,-3.21,-6.94,-16.16,-12.99,-10.63,-11.41
2012-08-01,3.0,15.02,8.51,2.95,-4.44,6.45,2.74,-6.03,5.01,8.08,-8.16,-2.23,2.39,6.39,-0.64,-3.46,6.11,0.32,6.65,-0.63,-2.0,4.11,5.51,7.78,-1.1,-2.88,9.83,-5.14,6.83,7.13
2012-09-01,7.35,-3.71,-1.27,1.4,-5.18,-2.02,3.88,4.67,-2.39,5.34,4.03,12.06,5.45,6.31,4.81,7.67,-3.95,1.02,1.91,1.16,3.36,3.04,4.98,0.44,-3.17,8.36,3.8,-3.57,1.06,-3.43
2012-10-01,3.84,0.81,1.58,11.16,-4.04,4.53,10.27,8.06,2.77,-4.22,-2.56,1.13,-0.59,1.14,1.17,1.63,5.57,-2.4,0.03,2.87,2.49,7.21,6.05,-6.54,5.03,6.12,3.27,-2.95,8.99,0.33
2012-11-01,13.46,7.03,12.96,18.57,5.92,2.98,12.27,4.33,8.62,-1.52,5.74,10.79,11.04,4.36,12.67,0.57,14.93,4.52,4.18,8.71,4.81,9.71,11.94,6.86,10.47,0.72,3.82,11.55,5.76,6.19
2012-12-01,-2.96,-0.65,-14.67,-12.59,-6.2,2.42,-4.89,-8.72,-5.61,-12.99,-13.26,-8.98,-4.65,-11.19,-7.4,-4.64,-9.33,-5.77,-12.38,-6.34,-5.35,-5.06,-18.24,-13.04,-4.14,2.71,-8.04,-10.68,-8.11,-12.13
2013-01-01,6.99,0.89,-4.27,-2.21,-2.36,4.26,-1.77,-0.28,0.68,-4.95,-0.92,0.2,-10.21,-0.94,-1.99,0.13,-1.3,0.63,6.32,-4.64,-2.06,0.95,1.48,1.45,15.43,2.77,4.16,-2.98,-4.76,-2.32
2013-02-01,8.9,5.74,6.58,4.34,-0.01,1.89,6.46,7.59,-0.01,7.41,1.77,7.96,3.16,11.48,1.44,4.0,6.97,-0.46,4.63,3.28,2.09,2.01,12.8,0.09,6.57,5.31,-1.93,7.17,-0.29,6.43
2013-03-01,-9.03,-3.13,-12.23,-6.61,3.33,-5.36,-7.49,-2.61,-3.9,-17.84,2.05,-3.53,-1.06,-8.49,-19.0,0.7,-8.78,-1.08,-8.45,-4.29,-7.56,-1.79,-15.35,7.82,8.7,5.56,-0.2,-6.6,-2.72,-6.55
2013-04-01,-0.99,16.2,14.38,10.2,-2.93,2.56,2.42,11.48,1.6,7.3,5.84,0.17,9.64,9.07,14.24,-2.78,5.21,-3.9,-2.88,13.62,14.74,6.26,5.77,5.44,11.66,3.33,10.42,8.62,6.77,7.26
2013-05-01,5.23,-5.02,5.57,1.95,2.12,6.76,2.65,7.12,-3.82,-0.47,3.7,16.43,-8.43,3.4,12.82,-2.96,2.25,3.65,4.9,8.2,4.56,5.77,1.96,-1.64,0.98,-4.97,5.95,1.25,0.99,4.93
2013-06-01,-1.44,9.11,4.33,11.78,0.25,5.28,5.9,8.09,5.14,-6.01,10.98,5.65,10.18,9.46,0.36,-2.37,8.43,2.52,12.03,4.64,8.5,5.04,9.06,2.44,5.49,11.89,5.81,8.47,5.64,6.14
2013-07-01,9.66,8.39,-1.07,-0.43,-3.18,-0.81,-0.06,3.19,1.4,-7.04,2.86,-2.11,-6.72,3.58,8.16,1.06,1.78,2.69,6.78,1.55,-5.43,4.42,5.36,-4.12,-7.3,2.14,-2.49,0.52,0.9,-2.99
2013-08-01,-1.42,6.2,3.92,7.19,-4.4,2.16,7.43,7.29,1.73,-3.21,6.15,9.79,7.73,4.38,7.33,13.3,6.27,-2.82,7.51,11.61,0.28,3.93,5.55,5.04,5.14,11.43,6.31,12.3,4.96,4.52
2013-09-01,2.57,-9.27,8.65,16.95,4.68,5.99,5.03,4.12,9.26,16.14,14.48,12.81,6.63,8.84,1.6,-5.18,1.6,4.54,6.02,1.45,5.68,3.89,1.03,3.36,2.97,1.14,11.65,-3.46,0.23,6.87
2013-10-01,3.36,4.74,0.74,-0.77,1.28,0.15,7.46,0.53,1.92,16.35,1.89,6.58,6.62,5.95,4.37,3.02,2.98,-0.31,4.97,9.11,6.69,2.73,8.95,-2.94,0.28,8.01,10.07,-1.46,0.93,9.43
2013-11-01,3.37,15.16,3.83,4.31,-0.16,4.92,6.86,-2.93,0.84,7.23,2.21,-0.4,8.81,7.47,-0.55,3.15,-2.82,-1.57,3.79,2.73,-0.93,0.15,-3.4,4.78,-10.0,-4.53,-5.98,4.9,-3.28,2.83
2013-12-01,13.14,14.16,-4.28,4.74,-3.43,-2.36,2.38,8.25,4.45,-2.2,6.32,-11.87,-1.61,-0.15,3.15,0.55,2.09,1.38,3.39,4.5,3.12,1.36,6.26,7.08,-1.37,1.7,8.7,-3.06,8.43,-1.21
2014-01-01,-4.6,-8.19,6.05,-5.23,-2.61,-2.18,-2.05,-3.68,-3.06,-22.08,-3.09,-3.0,4.15,1.72,-4.3,3.79,-7.67,1.85,-6.5,-5.8,-2.61,1.92,-2.12,6.38,-6.67,4.52,-5.78,-1.46,-2.23,-0.67
2014-02-01,2.51,-4.69,4.54,8.59,-2.03,-5.55,2.44,-0.96,0.01,3.98,-1.47,-0.99,0.47,6.66,0.73,-7.45,-4.61,1.42,-5.77,-3.99,3.14,2.45,-1.26,2.28,1.59,4.37,3.9,-13.11,-0.17,2.43
2014-03-01,-1.63,0.99,3.98,1.38,8.1,4.65,0.47,-0.33,-9.89,-1.2,-5.7,2.24,1.96,3.49,9.81,0.43,10.79,1.78,-6.87,-0.81,-0.4,2.2,-5.02,-1.18,-0.53,-2.38,4.87,4.21,4.31,-0.2
2014-04-01,10.96,-7.82,-1.95,-1.19,1.57,6.17,1.35,0.36,1.97,5.67,1.41,0.15,-4.67,1.56,11.03,2.8,-0.01,7.26,0.43,7.8,7.97,2.59,-5.28,16.07,4.73,0.44,8.29,7.14,7.41,1.43
2014-05-01,8.39,-4.83,9.89,7.51,3.72,2.96,5.23,0.81,8.26,12.9,4.51,10.76,8.71,7.61,-3.89,-4.43,2.8,-4.28,15.68,7.04,5.43,-1.09,-3.58,5.23,16.52,0.36,11.0,3.81,6.43,10.25
2014-06-01,-5.54,-6.82,1.81,-3.95,4.84,-3.72,1.2,-1.49,-1.83,-1.26,-6.82,-4.2,-5.6,-0.87,-5.38,-11.89,-11.18,-8.54,-0.56,-6.52,-1.69,-1.93,-4.9,-0.58,-1.92,-20.28,-5.2,-1.34,1.37,1.52
2014-07-01,-7.43,-1.77,-5.44,7.8,5.74,2.04,1.49,7.48,4.99,7.56,2.93,-1.41,5.77,4.14,-0.62,-1.61,5.83,7.5,-3.4,0.26,2.24,2.02,-2.12,11.64,3.08,4.0,9.55,-1.48,0.43,-2.9
2014-08-01,7.63,-5.73,12.84,12.19,1.68,4.24,10.58,1.35,8.19,9.73,1.48,14.27,-1.81,9.99,0.93,14.85,3.47,-0.98,10.85,6.57,2.21,7.38,-1.71,1.16,2.95,11.79,15.52,14.6,8.13,1.44
2014-09-01,0.55,9.9,2.76,-0.34,-5.78,-2.43,4.28,-8.53,-6.23,4.44,-4.71,-10.34,7.61,-1.01,-4.99,-8.65,6.88,-0.93,5.82,1.35,-3.3,-2.54,6.75,6.67,-13.03,1.78,-2.62,-7.6,-1.49,-6.26
2014-10-01,-5.16,-6.97,-4.82,-3.11,-5.05,4.62,-0.61,6.83,-2.98,-4.52,5.11,-6.75,-2.97,-0.43,-11.09,3.22,0.01,3.95,2.38,2.32,-2.18,-3.69,10.54,-11.06,-10.61,1.58,5.35,-1.45,0.48,-8.63
2014-11-01,-0.49,-12.06,6.03,-3.68,-4.92,3.37,5.78,1.22,4.05,4.92,1.62,-4.58,6.0,5.28,8.24,3.7,-2.79,4.59,2.87,0.95,1.3,0.11,8.97,-6.26,-4.25,-0.28,10.52,8.14,-2.92,6.72
2014-12-01,14.07,-5.17,-4.12,6.41,7.59,8.58,2.58,13.0,-3.37,1.56,4.29,13.9,13.22,10.52,-3.5,9.22,7.77,-2.88,-5.74,8.52,4.28,0.7,5.86,6.73,3.58,-5.69,15.1,10.99,4.41,4.84
2015-01-01,3.94,-7.12,3.1,-3.83,0.67,-2.88,-1.94,9.3,1.38,2.41,-7.86,-2.31,4.53,2.44,-13.02,2.44,3.09,6.39,-2.07,-5.49,-1.93,-1.55,6.82,-14.6,-1.66,10.24,1.85,6.37,-3.87,-3.29
2015-02-01,16.92,5.52,9.35,4.63,3.3,0.28,11.24,19.61,8.56,1.46,-2.9,-2.35,16.89,5.37,5.45,9.33,14.44,4.3,6.81,7.48,4.66,4.09,12.82,7.66,18.7,8.88,14.05,2.25,9.55,5.93
2015-03-01,8.19,8.53,6.56,17.27,9.09,7.19,7.78,13.1,-0.44,11.77,1.67,2.53,8.85,11.73,-2.13,0.29,6.0,3.01,11.6,16.25,6.43,2.13,-1.07,2.76,-1.54,7.29,8.29,3.21,11.89,3.55
2015-04-01,4.92,8.13,9.96,12.27,4.22,6.72,3.21,8.92,8.0,12.55,-1.59,0.16,10.36,-4.14,8.76,10.5,2.94,2.0,0.12,3.52,3.18,2.22,2.43,3.02,2.37,16.24,4.16,7.45,3.63,3.93
2015-05-01,-6.32,-8.88,-0.27,5.87,6.97,-3.74,2.29,-3.33,2.53,9.13,2.52,4.32,12.89,6.76,-1.02,3.76,0.43,4.54,7.9,-0.4,4.35,2.71,8.92,8.27,5.9,1.21,9.06,-0.45,-0.17,-5.5
2015-06-01,12.29,1.48,15.99,6.62,1.03,8.19,8.74,12.12,9.04,8.0,17.37,20.69,12.51,12.23,9.87,12.21,8.18,7.24,12.54,11.14,7.34,4.12,19.65,16.26,-1.29,12.2,18.82,16.0,11.45,10.19
2015-07-01,1.18,2.4,0.99,-0.06,-4.53,2.1,2.09,1.42,0.64,10.37,-2.58,9.02,-3.59,4.85,8.46,-1.47,7.78,2.56,-4.6,-0.43,4.65,2.86,-6.06,-0.47,1.47,-2.96,12.01,1.78,0.12,4.22
2015-08-01,-10.15,3.05,-16.06,-11.53,3.35,1.85,-9.91,-10.78,-5.39,-8.52,-11.03,-3.52,-10.36,-18.42,-17.42,-4.9,-16.59,-5.6,-17.76,-1.58,1.03,-8.05,-8.64,-12.57,-8.19,5.06,-10.7,-9.72,-11.55,-4.82
2015-09-01,-11.02,2.28,10.23,8.19,7.37,9.02,4.29,17.57,2.8,13.54,11.22,7.02,6.32,11.06,10.69,-0.12,8.16,2.84,3.57,5.8,3.94,5.38,14.64,8.4,18.76,-7.04,12.19,9.34,11.83,11.71
2015-10-01,-1.55,1.15,-3.85,1.95,-8.73,2.73,-0.6,-2.9,-1.68,-1.14,5.0,20.65,7.02,-3.46,3.18,4.07,-4.92,-4.98,-1.21,2.28,-5.97,-2.13,2.89,-0.45,7.86,-9.7,10.7,-8.91,-7.42,-0.87
2015-11-01,-4.89,1.15,1.99,1.66,-2.94,2.87,1.01,7.02,0.92,-4.15,-5.81,1.05,-5.43,-3.26,5.33,-10.22,8.2,2.23,2.08,-1.22,4.62,1.54,-1.74,2.78,-8.75,-9.0,-3.07,3.92,1.85,5.33
2015-12-01,2.16,8.94,8.35,5.28,4.65,3.96,5.43,6.44,6.24,4.22,6.93,0.07,7.93,6.17,1.03,3.42,11.02,5.77,5.96,5.34,9.01,-0.6,15.18,-4.41,-2.75,2.71,18.84,16.84,10.03,9.15
2016-01-01,-17.56,-2.09,-9.26,-10.81,-0.44,-4.25,-2.93,-14.35,-5.46,-8.81,-9.43,-5.13,-12.04,-7.36,-8.16,-8.07,-8.46,-3.89,-11.81,-5.11,-5.9,-5.6,2.4,-2.93,-7.17,-4.04,-11.34,-8.58,-7.58,-10.19
2016-02-01,-1.89,-5.99,-6.56,-7.73,13.64,-4.09,-10.61,-11.37,-1.47,5.21,-8.74,3.28,0.66,-6.7,-6.73,-1.53,-0.77,-0.71,-9.3,-4.21,3.41,-2.27,-0.08,-0.77,-1.93,-2.96,-0.33,-0.7,-3.99,-6.75
